0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
"[[453, 498, 503, 416, 494, 484, 485, 479], [1314000, 1443000, 1451000, 1189000, 1400000, 1370000, 1475000, 1384000]]","[[463, 499, 494, 436, 439, 510, 492, 468], [1322000, 1408000, 1399000, 1256000, 1208000, 1476000, 1500000, 1347000]]","[[483, 504, 505, 418, 495, 491, 482, 428], [1395000, 1461000, 1447000, 1187000, 1395000, 1393000, 1471000, 1246000]]","[[483, 503, 504, 457, 497, 487, 487, 405], [1385000, 1449000, 1455000, 1309000, 1402000, 1376000, 1480000, 1164000]]","[[496, 488, 491, 417, 456, 486, 487, 472], [1409000, 1447000, 1399000, 1188000, 1268000, 1405000, 1484000, 1373000]]","[[504, 498, 477, 455, 463, 481, 482, 468], [1421000, 1464000, 1355000, 1303000, 1286000, 1388000, 1471000, 1336000]]","[[501, 489, 485, 458, 456, 484, 490, 467], [1419000, 1444000, 1375000, 1305000, 1263000, 1407000, 1483000, 1327000]]","[[459, 504, 499, 414, 488, 498, 489, 467], [1326000, 1470000, 1435000, 1185000, 1365000, 1416000, 1481000, 1342000]]","[[427, 496, 443, 417, 498, 509, 495, 489], [1216000, 1469000, 1258000, 1189000, 1398000, 1436000, 1501000, 1440000]]","[[445, 423, 500, 423, 514, 488, 485, 484], [1277000, 1243000, 1438000, 1205000, 1448000, 1396000, 1477000, 1394000]]","[[401, 470, 501, 417, 514, 488, 485, 484], [1138000, 1400000, 1438000, 1194000, 1448000, 1396000, 1477000, 1394000]]","[[512, 483, 482, 458, 495, 445, 484, 467], [1448000, 1409000, 1371000, 1301000, 1389000, 1268000, 1475000, 1327000]]","[[465, 496, 497, 465, 423, 512, 489, 475], [1322000, 1415000, 1398000, 1324000, 1170000, 1478000, 1485000, 1370000]]","[[443, 492, 484, 487, 478, 507, 488, 489], [1258000, 1428000, 1342000, 1393000, 1336000, 1468000, 1445000, 1452000]]","[[457, 490, 464, 417, 513, 492, 485, 469], [1304000, 1461000, 1320000, 1194000, 1444000, 1404000, 1477000, 1355000]]","[[464, 495, 496, 463, 430, 511, 493, 469], [1324000, 1408000, 1399000, 1322000, 1178000, 1481000, 1491000, 1349000]]","[[483, 502, 507, 417, 492, 487, 486, 434], [1391000, 1451000, 1453000, 1189000, 1380000, 1394000, 1477000, 1256000]]","[[458, 507, 498, 420, 495, 491, 482, 466], [1319000, 1467000, 1437000, 1192000, 1390000, 1384000, 1471000, 1340000]]","[[437, 491, 472, 433, 516, 486, 494, 459], [1240000, 1442000, 1346000, 1220000, 1464000, 1392000, 1510000, 1377000]]","[[505, 502, 475, 422, 499, 482, 491, 441], [1452000, 1451000, 1368000, 1210000, 1389000, 1366000, 1497000, 1277000]]","[[496, 508, 489, 418, 456, 484, 486, 473], [1409000, 1483000, 1399000, 1193000, 1268000, 1398000, 1485000, 1372000]]","[[457, 490, 464, 417, 457, 541, 485, 469], [1304000, 1461000, 1320000, 1194000, 1278000, 1556000, 1477000, 1355000]]","[[502, 500, 505, 457, 493, 492, 486, 408], [1445000, 1447000, 1460000, 1309000, 1391000, 1386000, 1482000, 1170000]]","[[501, 494, 471, 413, 474, 472, 469, 517], [1434000, 1471000, 1340000, 1177000, 1326000, 1392000, 1406000, 1472000]]","[[498, 490, 485, 455, 456, 484, 486, 467], [1413000, 1439000, 1373000, 1299000, 1263000, 1407000, 1487000, 1327000]]","[[496, 490, 470, 458, 489, 478, 493, 466], [1409000, 1463000, 1354000, 1312000, 1359000, 1379000, 1485000, 1328000]]","[[445, 494, 495, 487, 478, 507, 488, 495], [1262000, 1432000, 1363000, 1393000, 1337000, 1468000, 1445000, 1454000]]","[[457, 490, 464, 420, 513, 492, 487, 467], [1304000, 1461000, 1320000, 1203000, 1444000, 1404000, 1477000, 1357000]]","[[506, 499, 486, 458, 456, 506, 482, 465], [1441000, 1459000, 1393000, 1306000, 1263000, 1434000, 1471000, 1318000]]","[[483, 502, 507, 417, 495, 491, 486, 434], [1391000, 1451000, 1453000, 1189000, 1395000, 1393000, 1477000, 1256000]]","[[505, 504, 491, 419, 457, 481, 487, 474], [1421000, 1469000, 1402000, 1193000, 1271000, 1394000, 1490000, 1365000]]","[[467, 488, 461, 417, 516, 490, 485, 467], [1332000, 1451000, 1314000, 1194000, 1452000, 1397000, 1477000, 1345000]]","[[463, 496, 497, 436, 462, 512, 493, 469], [1322000, 1419000, 1401000, 1244000, 1270000, 1483000, 1502000, 1349000]]","[[504, 497, 451, 454, 497, 496, 486, 471], [1440000, 1477000, 1290000, 1264000, 1402000, 1400000, 1480000, 1355000]]","[[454, 478, 502, 417, 513, 487, 485, 479], [1319000, 1385000, 1443000, 1194000, 1446000, 1394000, 1475000, 1380000]]","[[494, 486, 460, 417, 526, 488, 485, 427], [1399000, 1441000, 1319000, 1194000, 1499000, 1393000, 1477000, 1244000]]","[[440, 489, 460, 421, 521, 489, 488, 476], [1236000, 1443000, 1316000, 1199000, 1489000, 1395000, 1486000, 1414000]]","[[512, 483, 482, 458, 456, 484, 484, 467], [1448000, 1409000, 1371000, 1301000, 1263000, 1407000, 1475000, 1327000]]","[[500, 453, 502, 458, 464, 508, 492, 471], [1393000, 1333000, 1450000, 1274000, 1299000, 1430000, 1480000, 1378000]]","[[503, 494, 483, 455, 460, 507, 483, 474], [1423000, 1444000, 1379000, 1303000, 1277000, 1443000, 1476000, 1340000]]","[[495, 490, 463, 420, 467, 507, 520, 484], [1406000, 1447000, 1322000, 1200000, 1315000, 1428000, 1547000, 1421000]]","[[459, 524, 466, 418, 465, 553, 495, 557], [1304000, 1519000, 1327000, 1196000, 1312000, 1571000, 1487000, 1548000]]","[[439, 488, 459, 422, 465, 550, 489, 477], [1243000, 1439000, 1314000, 1204000, 1314000, 1565000, 1491000, 1400000]]","[[494, 483, 481, 410, 463, 512, 503, 487], [1419000, 1415000, 1371000, 1167000, 1298000, 1468000, 1512000, 1430000]]","[[465, 496, 497, 468, 423, 512, 489, 475], [1322000, 1415000, 1398000, 1332000, 1170000, 1478000, 1485000, 1370000]]","[[502, 505, 476, 420, 458, 477, 499, 518], [1426000, 1463000, 1351000, 1192000, 1279000, 1382000, 1517000, 1492000]]","[[485, 435, 519, 467, 476, 481, 488, 519], [1392000, 1257000, 1494000, 1317000, 1327000, 1373000, 1473000, 1451000]]","[[463, 509, 459, 425, 518, 480, 491, 479], [1318000, 1491000, 1314000, 1202000, 1456000, 1371000, 1500000, 1404000]]","[[462, 493, 469, 421, 459, 524, 496, 475], [1309000, 1472000, 1325000, 1198000, 1274000, 1537000, 1514000, 1376000]]","[[461, 484, 464, 419, 526, 484, 499, 477], [1311000, 1439000, 1320000, 1197000, 1454000, 1397000, 1515000, 1371000]]","[[470, 545, 552, 422, 467, 556, 495, 468], [1332000, 1577000, 1600000, 1200000, 1315000, 1575000, 1524000, 1347000]]","[[405, 470, 487, 479, 412, 550, 489, 497], [1149000, 1391000, 1388000, 1373000, 1167000, 1580000, 1488000, 1404000]]","[[495, 488, 465, 420, 470, 468, 490, 484], [1401000, 1439000, 1318000, 1192000, 1339000, 1349000, 1477000, 1422000]]","[[460, 492, 524, 477, 410, 587, 475, 524], [1322000, 1402000, 1453000, 1345000, 1167000, 1679000, 1404000, 1506000]]","[[443, 512, 534, 486, 465, 551, 490, 488], [1253000, 1470000, 1449000, 1380000, 1296000, 1579000, 1494000, 1411000]]","[[512, 501, 418, 471, 434, 557, 470, 518], [1458000, 1454000, 1183000, 1337000, 1192000, 1624000, 1417000, 1481000]]","[[443, 509, 471, 488, 435, 548, 497, 499], [1264000, 1464000, 1320000, 1403000, 1209000, 1603000, 1452000, 1484000]]","[[444, 529, 487, 493, 455, 572, 490, 499], [1270000, 1529000, 1351000, 1419000, 1245000, 1654000, 1481000, 1490000]]","[[460, 492, 507, 462, 452, 523, 471, 523], [1316000, 1416000, 1422000, 1319000, 1246000, 1556000, 1405000, 1509000]]","[[496, 494, 512, 493, 457, 521, 467, 498], [1372000, 1417000, 1435000, 1412000, 1262000, 1552000, 1396000, 1430000]]","[[438, 485, 513, 467, 427, 527, 490, 519], [1246000, 1451000, 1437000, 1330000, 1172000, 1543000, 1490000, 1478000]]","[[503, 501, 500, 443, 456, 482, 504, 485], [1419000, 1467000, 1429000, 1235000, 1262000, 1392000, 1535000, 1399000]]","[[456, 434, 525, 461, 470, 555, 487, 482], [1317000, 1248000, 1491000, 1300000, 1318000, 1594000, 1481000, 1390000]]","[[468, 497, 489, 462, 436, 509, 494, 468], [1331000, 1414000, 1377000, 1320000, 1193000, 1474000, 1491000, 1347000]]","[[441, 496, 463, 418, 524, 482, 490, 485], [1234000, 1453000, 1322000, 1196000, 1489000, 1375000, 1478000, 1438000]]","[[454, 499, 504, 415, 495, 473, 486, 477], [1319000, 1448000, 1451000, 1181000, 1391000, 1354000, 1485000, 1376000]]","[[464, 473, 495, 438, 442, 511, 491, 468], [1327000, 1356000, 1398000, 1266000, 1214000, 1474000, 1492000, 1347000]]","[[485, 497, 502, 417, 494, 483, 489, 426], [1401000, 1455000, 1451000, 1185000, 1387000, 1377000, 1490000, 1237000]]","[[483, 503, 504, 457, 438, 536, 487, 405], [1385000, 1449000, 1455000, 1309000, 1221000, 1537000, 1480000, 1164000]]","[[506, 492, 491, 411, 459, 477, 488, 472], [1423000, 1451000, 1389000, 1179000, 1275000, 1380000, 1482000, 1357000]]","[[503, 489, 476, 458, 464, 482, 485, 471], [1417000, 1455000, 1353000, 1309000, 1288000, 1393000, 1477000, 1348000]]","[[501, 489, 485, 458, 495, 445, 490, 467], [1419000, 1444000, 1375000, 1305000, 1389000, 1268000, 1483000, 1327000]]","[[459, 502, 499, 416, 523, 496, 486, 429], [1314000, 1464000, 1439000, 1181000, 1472000, 1418000, 1488000, 1230000]]","[[427, 491, 450, 416, 493, 490, 493, 488], [1217000, 1456000, 1268000, 1185000, 1379000, 1400000, 1479000, 1435000]]","[[480, 425, 482, 418, 524, 484, 493, 488], [1378000, 1250000, 1381000, 1194000, 1486000, 1382000, 1489000, 1401000]]","[[403, 468, 531, 417, 512, 488, 485, 478], [1154000, 1382000, 1486000, 1194000, 1444000, 1396000, 1477000, 1391000]]","[[457, 536, 480, 457, 495, 445, 493, 470], [1276000, 1591000, 1365000, 1303000, 1389000, 1268000, 1489000, 1340000]]","[[465, 494, 496, 460, 425, 512, 511, 474], [1322000, 1411000, 1398000, 1316000, 1170000, 1492000, 1532000, 1359000]]","[[445, 494, 472, 488, 486, 511, 490, 495], [1260000, 1427000, 1316000, 1395000, 1372000, 1483000, 1447000, 1452000]]","[[461, 490, 468, 436, 513, 492, 485, 469], [1308000, 1451000, 1340000, 1242000, 1429000, 1404000, 1477000, 1355000]]","[[468, 497, 450, 465, 468, 504, 496, 468], [1341000, 1420000, 1263000, 1322000, 1293000, 1464000, 1520000, 1347000]]","[[509, 501, 483, 414, 490, 491, 488, 433], [1458000, 1455000, 1393000, 1184000, 1366000, 1411000, 1482000, 1252000]]","[[458, 502, 498, 455, 485, 491, 484, 429], [1321000, 1455000, 1437000, 1301000, 1360000, 1396000, 1476000, 1230000]]","[[444, 497, 466, 426, 521, 483, 492, 457], [1247000, 1466000, 1328000, 1213000, 1480000, 1377000, 1506000, 1354000]]","[[509, 539, 473, 424, 497, 482, 450, 437], [1458000, 1561000, 1366000, 1209000, 1391000, 1366000, 1374000, 1273000]]","[[496, 511, 489, 415, 495, 443, 486, 470], [1409000, 1489000, 1396000, 1188000, 1394000, 1267000, 1485000, 1357000]]","[[459, 495, 486, 417, 459, 543, 485, 459], [1308000, 1476000, 1368000, 1194000, 1283000, 1560000, 1477000, 1335000]]","[[519, 509, 481, 455, 501, 490, 492, 402], [1480000, 1461000, 1378000, 1309000, 1410000, 1388000, 1493000, 1158000]]","[[507, 493, 471, 413, 474, 472, 467, 514], [1443000, 1454000, 1340000, 1177000, 1326000, 1392000, 1396000, 1472000]]","[[502, 471, 486, 457, 457, 487, 486, 470], [1421000, 1410000, 1379000, 1302000, 1278000, 1421000, 1494000, 1333000]]"
"[[528, 426, 476, 507, 491, 408, 497, 540], [1520000, 1254000, 1315000, 1446000, 1452000, 1181000, 1445000, 1527000]]","[[514, 469, 508, 486, 525, 429, 510, 410], [1466000, 1307000, 1489000, 1425000, 1561000, 1218000, 1500000, 1183000]]","[[464, 374, 482, 483, 488, 456, 521, 548], [1328000, 1128000, 1336000, 1407000, 1448000, 1273000, 1531000, 1555000]]","[[452, 375, 530, 481, 534, 389, 519, 544], [1303000, 1140000, 1477000, 1403000, 1563000, 1089000, 1531000, 1530000]]","[[481, 511, 507, 487, 518, 429, 520, 414], [1354000, 1428000, 1491000, 1412000, 1552000, 1218000, 1535000, 1205000]]","[[496, 399, 472, 536, 513, 408, 488, 513], [1422000, 1193000, 1313000, 1552000, 1530000, 1172000, 1429000, 1418000]]","[[485, 519, 508, 481, 515, 436, 516, 434], [1373000, 1450000, 1493000, 1399000, 1531000, 1228000, 1510000, 1266000]]","[[495, 453, 468, 504, 490, 415, 492, 541], [1411000, 1356000, 1299000, 1440000, 1444000, 1204000, 1435000, 1520000]]","[[510, 410, 431, 640, 499, 358, 475, 448], [1476000, 1231000, 1211000, 1845000, 1458000, 979000, 1413000, 1295000]]","[[523, 373, 473, 533, 514, 403, 489, 513], [1517000, 1119000, 1313000, 1547000, 1532000, 1162000, 1431000, 1418000]]","[[461, 371, 494, 477, 538, 402, 496, 542], [1315000, 1118000, 1372000, 1372000, 1607000, 1162000, 1445000, 1509000]]","[[509, 527, 503, 450, 475, 429, 512, 449], [1453000, 1461000, 1483000, 1295000, 1437000, 1224000, 1507000, 1305000]]","[[507, 525, 505, 487, 477, 433, 512, 413], [1449000, 1454000, 1487000, 1411000, 1443000, 1226000, 1499000, 1194000]]","[[489, 517, 510, 473, 516, 431, 514, 415], [1384000, 1448000, 1493000, 1378000, 1557000, 1237000, 1511000, 1201000]]","[[479, 520, 508, 475, 519, 426, 518, 405], [1349000, 1460000, 1489000, 1381000, 1556000, 1215000, 1522000, 1182000]]","[[486, 515, 504, 508, 518, 429, 514, 405], [1377000, 1434000, 1485000, 1502000, 1555000, 1227000, 1511000, 1182000]]","[[486, 520, 509, 481, 513, 429, 511, 416], [1377000, 1448000, 1495000, 1407000, 1539000, 1227000, 1502000, 1209000]]","[[485, 437, 463, 539, 542, 417, 491, 441], [1331000, 1276000, 1325000, 1579000, 1603000, 1191000, 1464000, 1253000]]","[[528, 424, 471, 505, 489, 413, 493, 541], [1532000, 1250000, 1316000, 1446000, 1452000, 1196000, 1437000, 1518000]]","[[526, 375, 487, 538, 505, 407, 505, 515], [1530000, 1121000, 1370000, 1556000, 1507000, 1173000, 1451000, 1429000]]","[[498, 399, 472, 536, 513, 453, 488, 513], [1429000, 1185000, 1313000, 1552000, 1530000, 1266000, 1429000, 1418000]]","[[485, 520, 444, 528, 515, 436, 515, 434], [1373000, 1452000, 1314000, 1553000, 1531000, 1228000, 1505000, 1266000]]","[[523, 372, 482, 535, 504, 456, 497, 504], [1511000, 1117000, 1336000, 1549000, 1518000, 1277000, 1441000, 1435000]]","[[488, 521, 507, 484, 513, 433, 518, 417], [1375000, 1450000, 1491000, 1406000, 1539000, 1226000, 1509000, 1214000]]","[[523, 372, 481, 535, 504, 456, 497, 505], [1511000, 1117000, 1331000, 1549000, 1518000, 1277000, 1441000, 1440000]]","[[532, 377, 471, 531, 538, 440, 467, 487], [1534000, 1127000, 1304000, 1554000, 1570000, 1290000, 1384000, 1355000]]","[[464, 533, 510, 480, 516, 425, 519, 409], [1320000, 1501000, 1493000, 1400000, 1551000, 1216000, 1523000, 1181000]]","[[533, 470, 551, 525, 511, 534, 457, 538], [1433000, 1392000, 1530000, 1515000, 1515000, 1473000, 1323000, 1499000]]","[[465, 383, 527, 481, 531, 390, 518, 545], [1320000, 1143000, 1480000, 1394000, 1563000, 1089000, 1526000, 1529000]]","[[440, 369, 474, 482, 539, 458, 483, 546], [1255000, 1113000, 1320000, 1399000, 1621000, 1265000, 1405000, 1542000]]","[[525, 376, 485, 480, 542, 407, 480, 542], [1521000, 1125000, 1354000, 1378000, 1627000, 1168000, 1431000, 1507000]]","[[468, 380, 531, 487, 526, 379, 527, 546], [1345000, 1150000, 1485000, 1406000, 1550000, 1078000, 1553000, 1539000]]","[[488, 521, 507, 484, 513, 433, 518, 417], [1375000, 1450000, 1491000, 1406000, 1539000, 1226000, 1509000, 1214000]]","[[524, 381, 489, 536, 515, 405, 503, 514], [1516000, 1151000, 1374000, 1547000, 1534000, 1168000, 1441000, 1429000]]","[[532, 377, 475, 531, 540, 435, 465, 487], [1544000, 1127000, 1317000, 1554000, 1566000, 1262000, 1374000, 1355000]]","[[494, 399, 483, 537, 528, 407, 495, 507], [1418000, 1193000, 1346000, 1552000, 1581000, 1174000, 1443000, 1403000]]","[[539, 379, 472, 538, 513, 410, 488, 514], [1532000, 1134000, 1313000, 1568000, 1530000, 1189000, 1429000, 1420000]]","[[531, 373, 490, 536, 496, 401, 488, 542], [1535000, 1119000, 1376000, 1553000, 1479000, 1162000, 1430000, 1509000]]","[[479, 522, 508, 475, 519, 428, 518, 405], [1349000, 1470000, 1493000, 1381000, 1556000, 1215000, 1522000, 1182000]]","[[485, 520, 504, 491, 518, 430, 517, 405], [1375000, 1454000, 1488000, 1444000, 1555000, 1227000, 1517000, 1182000]]","[[528, 376, 477, 486, 540, 405, 510, 547], [1529000, 1128000, 1315000, 1387000, 1613000, 1136000, 1486000, 1533000]]","[[488, 521, 469, 496, 516, 435, 520, 433], [1377000, 1455000, 1391000, 1447000, 1538000, 1236000, 1522000, 1258000]]","[[485, 518, 506, 489, 523, 433, 515, 420], [1361000, 1438000, 1489000, 1421000, 1566000, 1226000, 1505000, 1216000]]","[[571, 426, 451, 574, 507, 381, 510, 463], [1735000, 1254000, 1247000, 1643000, 1475000, 1092000, 1494000, 1386000]]","[[501, 497, 558, 495, 543, 378, 513, 406], [1422000, 1374000, 1627000, 1453000, 1635000, 1081000, 1506000, 1174000]]","[[509, 489, 537, 512, 473, 431, 516, 405], [1439000, 1377000, 1607000, 1470000, 1411000, 1237000, 1511000, 1182000]]","[[544, 531, 525, 508, 493, 400, 497, 499], [1538000, 1519000, 1450000, 1518000, 1468000, 1160000, 1441000, 1406000]]","[[537, 531, 541, 491, 553, 393, 466, 370], [1501000, 1506000, 1601000, 1444000, 1625000, 1131000, 1382000, 1070000]]","[[533, 462, 551, 483, 524, 535, 497, 438], [1437000, 1377000, 1524000, 1386000, 1589000, 1496000, 1463000, 1271000]]","[[510, 484, 538, 509, 546, 391, 462, 400], [1444000, 1367000, 1587000, 1495000, 1617000, 1114000, 1370000, 1169000]]","[[537, 493, 543, 496, 533, 389, 512, 405], [1506000, 1382000, 1609000, 1443000, 1554000, 1111000, 1501000, 1179000]]","[[467, 369, 523, 477, 532, 471, 467, 545], [1309000, 1101000, 1463000, 1383000, 1562000, 1301000, 1358000, 1527000]]","[[533, 397, 481, 595, 588, 357, 484, 463], [1546000, 1183000, 1364000, 1710000, 1705000, 988000, 1438000, 1352000]]","[[538, 381, 484, 538, 524, 418, 494, 507], [1527000, 1134000, 1342000, 1568000, 1573000, 1203000, 1441000, 1403000]]","[[536, 346, 516, 539, 556, 396, 471, 443], [1552000, 1015000, 1518000, 1600000, 1619000, 1125000, 1404000, 1249000]]","[[542, 397, 468, 501, 492, 411, 493, 538], [1556000, 1183000, 1297000, 1443000, 1452000, 1177000, 1437000, 1501000]]","[[521, 494, 552, 489, 534, 387, 512, 411], [1477000, 1368000, 1609000, 1435000, 1569000, 1116000, 1493000, 1200000]]","[[499, 544, 529, 502, 476, 430, 519, 391], [1421000, 1519000, 1559000, 1468000, 1406000, 1244000, 1523000, 1151000]]","[[526, 378, 465, 482, 521, 436, 477, 588], [1519000, 1123000, 1296000, 1378000, 1558000, 1240000, 1417000, 1602000]]","[[525, 362, 488, 487, 545, 402, 491, 545], [1524000, 1066000, 1381000, 1385000, 1630000, 1157000, 1435000, 1516000]]","[[539, 528, 563, 495, 503, 373, 523, 410], [1506000, 1490000, 1665000, 1442000, 1471000, 1073000, 1539000, 1198000]]","[[464, 373, 533, 480, 527, 384, 508, 558], [1328000, 1133000, 1483000, 1377000, 1540000, 1083000, 1471000, 1579000]]","[[501, 530, 541, 512, 487, 390, 545, 408], [1410000, 1489000, 1591000, 1486000, 1442000, 1110000, 1604000, 1185000]]","[[526, 373, 503, 497, 529, 375, 469, 512], [1535000, 1119000, 1380000, 1480000, 1560000, 1066000, 1393000, 1454000]]","[[528, 376, 472, 484, 539, 435, 510, 501], [1539000, 1121000, 1311000, 1391000, 1613000, 1224000, 1482000, 1432000]]","[[533, 426, 472, 501, 491, 415, 496, 540], [1548000, 1254000, 1297000, 1442000, 1452000, 1190000, 1443000, 1527000]]","[[511, 485, 505, 487, 526, 433, 516, 414], [1462000, 1354000, 1487000, 1417000, 1564000, 1226000, 1512000, 1209000]]","[[457, 372, 481, 486, 487, 458, 524, 551], [1315000, 1128000, 1334000, 1412000, 1452000, 1285000, 1538000, 1561000]]","[[454, 377, 523, 521, 466, 389, 519, 544], [1306000, 1144000, 1463000, 1520000, 1384000, 1089000, 1528000, 1530000]]","[[484, 516, 496, 487, 516, 432, 517, 420], [1353000, 1430000, 1485000, 1410000, 1546000, 1227000, 1526000, 1210000]]","[[512, 399, 475, 536, 523, 405, 496, 512], [1482000, 1200000, 1324000, 1556000, 1556000, 1169000, 1444000, 1420000]]","[[485, 477, 508, 488, 513, 433, 512, 480], [1373000, 1333000, 1493000, 1426000, 1531000, 1226000, 1501000, 1388000]]","[[496, 453, 468, 554, 490, 415, 490, 454], [1416000, 1356000, 1299000, 1601000, 1444000, 1217000, 1431000, 1283000]]","[[510, 416, 430, 626, 493, 355, 487, 451], [1473000, 1249000, 1211000, 1803000, 1450000, 975000, 1456000, 1300000]]","[[524, 440, 490, 531, 515, 409, 489, 488], [1515000, 1297000, 1363000, 1543000, 1530000, 1183000, 1431000, 1330000]]","[[454, 378, 535, 487, 540, 406, 499, 506], [1328000, 1145000, 1483000, 1413000, 1611000, 1167000, 1449000, 1395000]]","[[423, 523, 509, 454, 546, 433, 517, 450], [1188000, 1460000, 1493000, 1316000, 1674000, 1244000, 1523000, 1307000]]","[[509, 529, 509, 491, 485, 428, 510, 415], [1453000, 1471000, 1491000, 1439000, 1454000, 1216000, 1497000, 1193000]]","[[488, 529, 509, 483, 515, 435, 511, 415], [1370000, 1482000, 1491000, 1421000, 1539000, 1248000, 1499000, 1193000]]","[[482, 526, 510, 475, 519, 426, 518, 415], [1356000, 1481000, 1493000, 1384000, 1555000, 1215000, 1525000, 1181000]]","[[511, 513, 508, 509, 469, 429, 513, 402], [1456000, 1433000, 1502000, 1493000, 1424000, 1227000, 1509000, 1167000]]","[[486, 512, 513, 487, 513, 429, 509, 418], [1377000, 1424000, 1499000, 1429000, 1539000, 1227000, 1495000, 1219000]]","[[485, 431, 463, 539, 545, 498, 489, 404], [1330000, 1246000, 1328000, 1566000, 1611000, 1401000, 1445000, 1137000]]","[[525, 424, 471, 507, 489, 413, 493, 541], [1523000, 1250000, 1316000, 1453000, 1452000, 1196000, 1437000, 1518000]]","[[523, 379, 491, 535, 504, 403, 501, 547], [1517000, 1149000, 1378000, 1550000, 1509000, 1167000, 1440000, 1487000]]","[[498, 398, 472, 536, 513, 424, 522, 513], [1429000, 1185000, 1313000, 1552000, 1530000, 1196000, 1518000, 1418000]]","[[498, 518, 444, 534, 479, 433, 513, 438], [1409000, 1450000, 1323000, 1574000, 1446000, 1226000, 1501000, 1281000]]","[[522, 372, 482, 537, 504, 456, 497, 504], [1512000, 1117000, 1336000, 1556000, 1518000, 1277000, 1441000, 1435000]]","[[487, 518, 509, 489, 513, 440, 512, 412], [1379000, 1450000, 1495000, 1423000, 1535000, 1252000, 1501000, 1197000]]","[[528, 372, 478, 481, 509, 459, 549, 503], [1524000, 1117000, 1324000, 1384000, 1522000, 1289000, 1622000, 1435000]]"
